expt_id,group_id,network_error_repeat,participant_id,participation_duration,response_correct,response_mode,response_name,response_rt,response_target,response_type,response_value,session_id,stimuli_presented,trial_duration,trial_num,trial_template
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,click,survey_noise,4114,[],choice-response,1,620ec53fa0554592d9045bb5,logistics_noise,5284,1,logisticsQuestionnaire
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,click,survey_headphone1,2420,[],choice-response,Yes,620ec53fa0554592d9045bb5,logistic_headphone1,2994,2,logisticsQuestionnaire
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,click,survey_headphone2,5969,[],choice-response,Wired Headphones,620ec53fa0554592d9045bb5,logistic_headphone2,6693,3,logisticsQuestionnaire
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_laglack,7921,[],choice-response,Lag,620ec53fa0554592d9045bb5,Lack,8677,4,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_bagback,2308,[],choice-response,Bag,620ec53fa0554592d9045bb5,Bag,3269,5,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_laglack,1775,[],choice-response,Lag,620ec53fa0554592d9045bb5,Lag,2789,6,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_cabcap,1342,[],choice-response,Cab,620ec53fa0554592d9045bb5,Cab,2330,7,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_beadbeat,1237,[],choice-response,Bead,620ec53fa0554592d9045bb5,Bead,2258,8,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_lablap,1290,[],choice-response,Lab,620ec53fa0554592d9045bb5,Lab,2277,9,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_fadfat,1239,[],choice-response,Fad,620ec53fa0554592d9045bb5,Fat,2210,10,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_bagback,1185,[],choice-response,Bag,620ec53fa0554592d9045bb5,Back,1908,11,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_lablap,1068,[],choice-response,Lab,620ec53fa0554592d9045bb5,Lap,1816,12,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_cabcap,881,[],choice-response,Cap,620ec53fa0554592d9045bb5,Cap,1614,13,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_beadbeat,1073,[],choice-response,Bead,620ec53fa0554592d9045bb5,Beat,1874,14,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_fadfat,805,[],choice-response,Fad,620ec53fa0554592d9045bb5,Fad,2026,15,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_laglack,1254,[],choice-response,Lack,620ec53fa0554592d9045bb5,Lack,2019,16,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_lablap,1021,[],choice-response,Lap,620ec53fa0554592d9045bb5,Lap,1799,17,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_bagback,916,[],choice-response,Bag,620ec53fa0554592d9045bb5,Bag,1839,18,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_cabcap,984,[],choice-response,Cab,620ec53fa0554592d9045bb5,Cab,1919,19,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_fadfat,714,[],choice-response,Fad,620ec53fa0554592d9045bb5,Fad,1933,20,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_cabcap,630,[],choice-response,Cap,620ec53fa0554592d9045bb5,Cap,1348,21,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_bagback,878,[],choice-response,Back,620ec53fa0554592d9045bb5,Back,1583,22,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_beadbeat,591,[],choice-response,Bead,620ec53fa0554592d9045bb5,Beat,1353,23,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_fadfat,625,[],choice-response,Fad,620ec53fa0554592d9045bb5,Fat,1567,24,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_beadbeat,731,[],choice-response,Bead,620ec53fa0554592d9045bb5,Bead,1710,25,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_laglack,1692,[],choice-response,Lag,620ec53fa0554592d9045bb5,Lag,2685,26,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_lablap,858,[],choice-response,Lab,620ec53fa0554592d9045bb5,Lab,1848,27,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_lablap,573,[],choice-response,Lap,620ec53fa0554592d9045bb5,Lap,1336,28,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_laglack,794,[],choice-response,Lack,620ec53fa0554592d9045bb5,Lack,1544,29,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_cabcap,688,[],choice-response,Cab,620ec53fa0554592d9045bb5,Cab,1678,30,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_bagback,762,[],choice-response,Bag,620ec53fa0554592d9045bb5,Bag,1676,31,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_cabcap,579,[],choice-response,Cap,620ec53fa0554592d9045bb5,Cap,1299,32,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_beadbeat,686,[],choice-response,Bead,620ec53fa0554592d9045bb5,Beat,1450,33,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_laglack,929,[],choice-response,Lag,620ec53fa0554592d9045bb5,Lag,1884,34,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_bagback,556,[],choice-response,Back,620ec53fa0554592d9045bb5,Back,1260,35,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_beadbeat,722,[],choice-response,Bead,620ec53fa0554592d9045bb5,Bead,1699,36,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_fadfat,649,[],choice-response,Fad,620ec53fa0554592d9045bb5,Fat,1569,37,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_lablap,909,[],choice-response,Lab,620ec53fa0554592d9045bb5,Lab,1863,38,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_fadfat,518,[],choice-response,Fad,620ec53fa0554592d9045bb5,Fad,1650,39,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_fadfat,848,[],choice-response,Fad,620ec53fa0554592d9045bb5,Fat,1773,40,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_cabcap,542,[],choice-response,Cap,620ec53fa0554592d9045bb5,Cap,1286,41,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_fadfat,434,[],choice-response,Fad,620ec53fa0554592d9045bb5,Fad,1554,42,PrescreenTrials
607affb9d112a7e23c03a96d,Group_FJ,0,63fc4b75264600eb92114d26d41b3f1cb008710660fa75110acedf0fc710458f,1909.0732100009918,False,keypress,prescreenRsp_laglack,742,[],choice-response,Lack,620ec53fa0554592d9045bb5,Lack,1501,43,PrescreenTrials
