expt_id,group_id,network_error_repeat,participant_id,participation_duration,response_correct,response_mode,response_name,response_rt,response_target,response_type,response_value,session_id,session_start_time,stimuli_presented,trial_duration,trial_num,trial_template
64f35663abb040f67b21100b,default,0,6ed458eddf568e8aea80f29470e56a89715adf4d60fbad8c2a6b66187c371d8c,1162.956885,TRUE,click,exampleRsp_lab,15198,['Out of time'],choice-response,Out of time,64f821cfabb040f67b21104a,2023-09-06 02:53:02-04:00,add8_150,23516,1,example_lab
64f35663abb040f67b21100b,default,0,6ed458eddf568e8aea80f29470e56a89715adf4d60fbad8c2a6b66187c371d8c,1162.956885,TRUE,click,exampleRsp_lab,1077,['Out of time'],choice-response,Out of time,64f821cfabb040f67b21104a,2023-09-06 02:53:02-04:00,add1_150,9795,2,example_lab
64f35663abb040f67b21100b,default,0,6ed458eddf568e8aea80f29470e56a89715adf4d60fbad8c2a6b66187c371d8c,1162.956885,TRUE,click,exampleRsp_tone,1113,['Out of time'],choice-response,Out of time,64f821cfabb040f67b21104a,2023-09-06 02:53:02-04:00,tone8_150,9625,3,example_tone
64f35663abb040f67b21100b,default,0,6ed458eddf568e8aea80f29470e56a89715adf4d60fbad8c2a6b66187c371d8c,1162.956885,TRUE,click,exampleRsp_lab,1383,['Out of time'],choice-response,Out of time,64f821cfabb040f67b21104a,2023-09-06 02:53:02-04:00,lab8_150,9805,4,example_lab
64f35663abb040f67b21100b,default,0,6ed458eddf568e8aea80f29470e56a89715adf4d60fbad8c2a6b66187c371d8c,1162.956885,TRUE,click,exampleRsp_tone,8806,['Out of time'],choice-response,Out of time,64f821cfabb040f67b21104a,2023-09-06 02:53:02-04:00,tone1_150,17120,5,example_tone
64f35663abb040f67b21100b,default,0,6ed458eddf568e8aea80f29470e56a89715adf4d60fbad8c2a6b66187c371d8c,1162.956885,TRUE,click,exampleRsp_lab,2789,['Out of time'],choice-response,Out of time,64f821cfabb040f67b21104a,2023-09-06 02:53:02-04:00,lab1_150,11094,6,example_lab
64f35663abb040f67b21100b,default,0,6ed458eddf568e8aea80f29470e56a89715adf4d60fbad8c2a6b66187c371d8c,1162.956885,FALSE,keypress,testRsp,758,[],choice-response,Out of time,64f821cfabb040f67b21104a,2023-09-06 02:53:02-04:00,add1_90,6517,7,maintaskTrials
64f35663abb040f67b21100b,default,0,6ed458eddf568e8aea80f29470e56a89715adf4d60fbad8c2a6b66187c371d8c,1162.956885,FALSE,keypress,testRsp,381,[],choice-response,Out of time,64f821cfabb040f67b21104a,2023-09-06 02:53:02-04:00,tone1_120,5912,8,maintaskTrials
64f35663abb040f67b21100b,default,0,6ed458eddf568e8aea80f29470e56a89715adf4d60fbad8c2a6b66187c371d8c,1162.956885,FALSE,keypress,testRsp,546,[],choice-response,In time,64f821cfabb040f67b21104a,2023-09-06 02:53:02-04:00,lab8_90,6203,9,maintaskTrials
64f35663abb040f67b21100b,default,0,6ed458eddf568e8aea80f29470e56a89715adf4d60fbad8c2a6b66187c371d8c,1162.956885,FALSE,keypress,testRsp,289,[],choice-response,Out of time,64f821cfabb040f67b21104a,2023-09-06 02:53:02-04:00,add8_120,6003,10,maintaskTrials
64f35663abb040f67b21100b,default,0,6ed458eddf568e8aea80f29470e56a89715adf4d60fbad8c2a6b66187c371d8c,1162.956885,FALSE,keypress,testRsp,271,[],choice-response,In time,64f821cfabb040f67b21104a,2023-09-06 02:53:02-04:00,add8_90,5938,11,maintaskTrials
